iter	Passed	Remaining
678	6621	3130
679	6631	3120
680	6641	3110
681	6650	3100
682	6659	3090
683	6668	3080
684	6678	3071
685	6687	3061
686	6697	3051
687	6707	3041
688	6716	3031
689	6726	3022
690	6736	3012
691	6746	3002
692	6756	2992
693	6765	2983
694	6775	2973
695	6786	2964
696	6795	2954
697	6804	2944
698	6814	2934
699	6824	2924
700	6833	2914
701	6842	2904
702	6852	2894
703	6861	2884
704	6870	2875
705	6880	2865
706	6889	2855
707	6899	2845
708	6907	2835
709	6917	2825
710	6927	2815
711	6937	2805
712	6946	2796
713	6956	2786
714	6966	2776
715	6975	2766
716	6984	2756
717	6994	2746
718	7003	2736
719	7012	2726
720	7021	2717
721	7031	2707
722	7041	2697
723	7050	2687
724	7060	2677
725	7069	2668
726	7079	2658
727	7089	2648
728	7099	2639
729	7108	2629
730	7118	2619
731	7128	2609
732	7137	2600
733	7147	2590
734	7156	2580
735	7165	2570
736	7175	2560
737	7184	2550
738	7194	2540
739	7203	2530
740	7212	2521
741	7221	2511
742	7231	2501
743	7241	2491
744	7250	2481
745	7260	2472
746	7270	2462
747	7279	2452
748	7288	2442
749	7298	2432
750	7308	2423
751	7317	2413
752	7326	2403
753	7337	2393
754	7346	2383
755	7355	2374
756	7364	2364
757	7374	2354
758	7384	2344
759	7393	2334
760	7403	2325
761	7413	2315
762	7423	2305
763	7432	2296
764	7442	2286
765	7451	2276
766	7460	2266
767	7470	2256
768	7480	2247
769	7490	2237
770	7500	2227
771	7509	2217
772	7519	2208
773	7529	2198
774	7538	2188
775	7548	2178
776	7557	2169
777	7566	2159
778	7575	2149
779	7585	2139
780	7594	2129
781	7603	2119
782	7613	2109
783	7622	2100
784	7632	2090
785	7642	2080
786	7652	2071
787	7662	2061
788	7672	2051
789	7681	2041
790	7690	2032
791	7699	2022
792	7709	2012
793	7719	2002
794	7728	1992
795	7738	1983
796	7747	1973
797	7756	1963
798	7765	1953
799	7774	1943
800	7784	1933
801	7793	1924
802	7803	1914
803	7813	1904
804	7823	1895
805	7832	1885
806	7841	1875
807	7851	1865
808	7860	1855
809	7870	1846
810	7879	1836
811	7889	1826
812	7899	1816
813	7908	1807
814	7918	1797
815	7927	1787
816	7937	1777
817	7947	1768
818	7958	1758
819	7967	1749
820	7977	1739
821	7986	1729
822	7995	1719
823	8005	1709
824	8014	1700
825	8023	1690
826	8033	1680
827	8042	1670
828	8052	1661
829	8062	1651
830	8071	1641
831	8081	1631
832	8091	1622
833	8101	1612
834	8110	1602
835	8121	1593
836	8130	1583
837	8140	1573
838	8149	1563
839	8158	1554
840	8168	1544
841	8178	1534
842	8188	1524
843	8197	1515
844	8207	1505
845	8217	1495
846	8226	1486
847	8236	1476
848	8245	1466
849	8254	1456
850	8264	1447
851	8274	1437
852	8283	1427
853	8293	1417
854	8302	1408
855	8312	1398
856	8321	1388
857	8331	1378
858	8340	1369
859	8349	1359
860	8359	1349
861	8369	1339
862	8378	1330
863	8387	1320
864	8396	1310
865	8406	1300
866	8417	1291
867	8427	1281
868	8436	1271
869	8445	1262
870	8455	1252
871	8464	1242
872	8474	1232
873	8483	1222
874	8492	1213
875	8502	1203
876	8511	1193
877	8521	1184
878	8530	1174
879	8540	1164
880	8549	1154
881	8559	1145
882	8569	1135
883	8579	1125
884	8588	1116
885	8598	1106
886	8608	1096
887	8617	1086
888	8627	1077
889	8636	1067
890	8646	1057
891	8655	1048
892	8664	1038
893	8674	1028
894	8684	1018
895	8693	1009
896	8702	999
897	8712	989
898	8727	980
899	8737	970
900	8747	961
901	8756	951
902	8765	941
903	8775	931
904	8785	922
905	8794	912
906	8803	902
907	8813	892
908	8822	883
909	8831	873
910	8840	863
911	8850	853
912	8860	844
913	8869	834
914	8878	824
915	8888	815
916	8897	805
917	8907	795
918	8917	785
919	8926	776
920	8936	766
921	8945	756
922	8955	747
923	8964	737
924	8973	727
925	8982	717
926	8991	708
927	9001	698
928	9011	688
929	9020	678
930	9029	669
931	9038	659
932	9049	649
933	9059	640
934	9068	630
935	9077	620
936	9087	610
937	9096	601
938	9106	591
939	9115	581
940	9124	572
941	9133	562
942	9143	552
943	9152	542
944	9161	533
945	9171	523
946	9181	513
947	9190	504
948	9200	494
949	9209	484
950	9219	475
951	9228	465
952	9237	455
953	9246	445
954	9256	436
955	9265	426
956	9275	416
957	9285	407
958	9294	397
959	9304	387
960	9314	377
961	9323	368
962	9333	358
963	9342	348
964	9351	339
965	9361	329
966	9371	319
967	9380	310
968	9390	300
969	9399	290
970	9409	281
971	9419	271
972	9429	261
973	9439	251
974	9449	242
975	9458	232
976	9467	222
977	9476	213
978	9486	203
979	9495	193
980	9504	184
981	9514	174
982	9523	164
983	9532	155
984	9542	145
985	9551	135
986	9560	125
987	9571	116
988	9581	106
989	9590	96
990	9600	87
991	9609	77
992	9618	67
993	9628	58
994	9637	48
995	9647	38
996	9656	29
997	9665	19
998	9674	9
999	9683	0
