iter	Logloss
319	0.2288095516
320	0.2287207269
321	0.2286633624
322	0.2286357253
323	0.2285503139
324	0.228497275
325	0.2284373481
326	0.228345583
327	0.2282394499
328	0.2281582754
329	0.2281047963
330	0.2280670164
331	0.2280549174
332	0.2279990681
333	0.2279708456
334	0.2279625849
335	0.2279175484
336	0.2278970554
337	0.2278799963
338	0.2278204428
339	0.2277676657
340	0.227725593
341	0.2276932773
342	0.2276659401
343	0.2276439412
344	0.2276137792
345	0.2275820344
346	0.227517142
347	0.2274705927
348	0.2274628855
349	0.2274576963
350	0.2274227029
351	0.2273153164
352	0.2272639834
353	0.2271456726
354	0.2270989971
355	0.2270607019
356	0.2270325317
357	0.2269992986
358	0.2269349084
359	0.2268720876
360	0.2268381874
361	0.2267264355
362	0.226604868
363	0.2265443448
364	0.2264863572
365	0.2264338477
366	0.2263429771
367	0.2263326012
368	0.2262901078
369	0.2262206536
370	0.226216622
371	0.2261821547
372	0.226109448
373	0.2260994887
374	0.2260596764
375	0.2260277009
376	0.2259748981
377	0.2259123052
378	0.2259031315
379	0.2258377141
380	0.2258357692
381	0.2257302106
382	0.2256552478
383	0.2256137124
384	0.2256123465
385	0.2256062587
386	0.2256018454
387	0.2255857178
388	0.2255181136
389	0.2255068498
390	0.2254683666
391	0.2253841937
392	0.2253576144
393	0.2252811066
394	0.2252797016
395	0.225252905
396	0.2252358507
397	0.2252071989
398	0.2251796515
399	0.2251643936
400	0.2251608583
401	0.225136622
402	0.2251032486
403	0.2250805588
404	0.224981358
405	0.2249464003
406	0.2248911368
407	0.2248437717
408	0.2248272496
409	0.2248231654
410	0.2247837537
411	0.2247802193
412	0.224768223
413	0.2247671169
414	0.2247064346
415	0.2246231688
416	0.2245433141
417	0.2245153244
418	0.224514153
419	0.224466782
420	0.2243660806
421	0.2242996371
422	0.2242825407
423	0.2242651194
424	0.2242596934
425	0.224256475
426	0.2242553269
427	0.2242344026
428	0.224106315
429	0.2240819452
430	0.2240810482
431	0.2239785776
432	0.2239232661
433	0.2239222316
434	0.2238633469
435	0.2237922419
436	0.2237182228
437	0.2237175267
438	0.2236462294
439	0.2235519366
440	0.2234593041
441	0.2234400707
442	0.2234129213
443	0.2233919702
444	0.2233599527
445	0.2232934937
446	0.2232657937
447	0.2231781617
448	0.2231481531
449	0.2230994945
450	0.2230749753
451	0.2229796618
452	0.2229767104
453	0.2229747137
454	0.2229520309
455	0.222886853
456	0.2228650962
457	0.2228409118
458	0.222824835
459	0.2227598008
460	0.2227142903
461	0.2227030378
462	0.2226700305
463	0.222645629
464	0.2226028081
465	0.2226016074
466	0.2225988125
467	0.2225904173
468	0.2225577551
469	0.222553115
470	0.2225079865
471	0.2224839019
472	0.2224660225
473	0.222425232
474	0.2223946378
475	0.2223876188
476	0.222367816
477	0.2222545052
478	0.222234632
479	0.2222137215
480	0.2221874681
481	0.2221468457
482	0.2221244577
483	0.2220278476
484	0.2219404188
485	0.2218347972
486	0.2217878941
487	0.2217791769
488	0.2217348551
489	0.221716312
490	0.2216874811
491	0.2216007398
492	0.2215987192
493	0.2214991997
494	0.2214949144
495	0.2214798305
496	0.221414239
497	0.2214037318
498	0.2213627452
499	0.2212982592
500	0.2212958912
501	0.2212940106
502	0.2212922302
503	0.221253881
504	0.2212103811
505	0.2211588262
506	0.2210955318
507	0.2210205189
508	0.2209588598
509	0.2209343502
510	0.2208350486
511	0.2208340109
512	0.2207898256
513	0.2207456809
514	0.2206971156
515	0.2206498015
516	0.2206088936
517	0.220581955
518	0.2205643948
519	0.2205235474
520	0.2205218991
521	0.2204967818
522	0.2204798648
523	0.2204395174
524	0.2203812497
525	0.2203455951
526	0.220329026
527	0.2202931965
528	0.220277301
529	0.2201977944
530	0.2201702634
531	0.2201257962
532	0.2200999708
533	0.2200984379
534	0.2200341503
535	0.220031832
536	0.2199706028
537	0.2199599897
538	0.2199290487
539	0.2198934142
540	0.2198697795
541	0.2198685959
542	0.2198285169
543	0.2198267186
544	0.2197882486
545	0.2197673939
546	0.2197539068
547	0.2197453931
548	0.2197129368
549	0.2196524825
550	0.2196358755
551	0.2196341152
552	0.219581235
553	0.2194895695
554	0.2194483723
555	0.2194272467
556	0.2194256042
557	0.2193873568
558	0.2193713268
559	0.2192849069
560	0.2192502058
561	0.2192143336
562	0.2191936927
563	0.2191688158
564	0.2191336557
565	0.2190965468
566	0.219089864
567	0.2190335488
568	0.2190327097
569	0.2190240151
570	0.2190015437
571	0.2189897272
572	0.218962749
573	0.2189483203
574	0.218915265
575	0.2188783325
576	0.2188482477
577	0.2188112401
578	0.2187427104
579	0.218709512
580	0.2186508756
581	0.2186135181
582	0.2185451275
583	0.2185120635
584	0.2184877916
585	0.2184492135
586	0.2184189543
587	0.2183695055
588	0.2183588755
589	0.2183141904
590	0.2182880065
591	0.2182103188
592	0.2181521412
593	0.2181223732
594	0.2180974583
595	0.2180962431
596	0.2180953646
597	0.2180679305
598	0.2180410716
599	0.2179926385
600	0.2179783344
601	0.2179378844
602	0.2178947066
603	0.2178576394
604	0.2178031621
605	0.2177753257
606	0.2177386932
607	0.2177271088
608	0.2177050031
609	0.2176788285
610	0.2176575463
611	0.2176214078
612	0.2176006149
613	0.2175680192
614	0.217529919
615	0.2175287926
616	0.2174802721
617	0.2174136495
618	0.2173693561
619	0.2173356418
620	0.2173343022
621	0.2173117936
622	0.217298635
623	0.2172981071
624	0.2172486453
625	0.2172298905
626	0.2171909647
627	0.2171848865
628	0.2171462733
629	0.2171136743
630	0.2170750857
631	0.217056964
632	0.2170281977
633	0.2170131928
634	0.2169886819
635	0.2169831148
636	0.2169826541
637	0.2169795221
638	0.2169626068
639	0.2168989186
640	0.2168446536
641	0.2168283233
642	0.2167922024
643	0.2167742778
644	0.2167473154
645	0.2167277231
646	0.2166972864
647	0.2166640515
648	0.2166629546
649	0.2166499431
650	0.216627485
651	0.2165661212
652	0.2165016271
653	0.2164786625
654	0.2164320259
655	0.2163861304
656	0.2163441341
657	0.2163200506
658	0.216259142
659	0.2162405991
660	0.2162195886
661	0.2162186
662	0.2161860089
663	0.216161069
664	0.2161549185
665	0.2160695824
666	0.2160389924
667	0.216029354
668	0.2160225463
669	0.2159976237
670	0.2159795877
671	0.2159336355
672	0.2158973048
673	0.2158736376
674	0.2158332525
675	0.215783668
676	0.2157830911
677	0.2157535359
678	0.2157020775
679	0.2156732725
680	0.2156166905
681	0.2155999056
682	0.2155994289
683	0.215565885
684	0.2155596835
685	0.2155097105
686	0.2154696627
687	0.2154144459
688	0.2153859288
689	0.2153593272
690	0.2153295343
691	0.215316896
692	0.2152946097
693	0.2152554713
694	0.2152435198
695	0.215234062
696	0.2151908419
697	0.2151720382
698	0.2151339586
699	0.2151158439
700	0.2150707943
701	0.215042481
702	0.2150047414
703	0.2149639869
704	0.2149469549
705	0.2149043414
706	0.2148688587
707	0.2148522271
708	0.2148206664
709	0.2147835364
710	0.2147705623
711	0.2147690527
712	0.2147244424
713	0.21467366
714	0.2146311779
715	0.2146008582
716	0.2145848012
717	0.214557567
718	0.2145060006
719	0.2144901867
720	0.2144751178
721	0.2144338352
722	0.2144063167
723	0.2143810213
724	0.2143806412
725	0.2143677317
726	0.2143510432
727	0.2143258631
728	0.2143027619
729	0.2142703055
730	0.2141699631
731	0.2141534066
732	0.2141154951
733	0.2141154025
734	0.2140683494
735	0.214044102
736	0.2140237581
737	0.2139889419
738	0.2139647348
739	0.2139385084
740	0.2139005483
741	0.213884659
742	0.213828176
743	0.213806955
744	0.2137876053
745	0.2137325471
746	0.2137260039
747	0.2136903286
748	0.2136760842
749	0.2136599487
750	0.2136496896
751	0.2136203308
752	0.2135892491
753	0.2135855135
754	0.2135583787
755	0.2135388817
756	0.2135384995
757	0.2135005362
758	0.2134525198
759	0.2134239904
760	0.2133916837
761	0.2133388619
762	0.2133135108
763	0.2132614978
764	0.2132406159
765	0.2132151737
766	0.2131765225
767	0.2131321381
768	0.2131317953
769	0.213112318
770	0.213084895
771	0.213048066
772	0.2129703935
773	0.2129496361
774	0.2129229716
775	0.2129206344
776	0.2129076394
777	0.2128362836
778	0.2128064963
779	0.2127725421
780	0.2127681229
781	0.2127375387
782	0.2127127081
783	0.2126943253
784	0.2126236972
785	0.2125570983
786	0.2124757148
787	0.212444489
788	0.2124270068
789	0.2123779075
790	0.2123606157
791	0.2123327538
792	0.2122791599
793	0.2122527142
794	0.2121895702
795	0.212172446
796	0.2121461439
797	0.2121317408
798	0.2120737388
799	0.2120324625
800	0.2120209203
801	0.2120021428
802	0.2119711412
803	0.2119611793
804	0.2119469003
805	0.211933005
806	0.2118976707
807	0.2118739684
808	0.2118697878
809	0.2118473418
810	0.2118239803
811	0.21181213
812	0.2117882865
813	0.2117544374
814	0.2117117566
815	0.2116990012
816	0.2116617168
817	0.211644763
818	0.211640933
819	0.2116251194
820	0.2116143345
821	0.211602113
822	0.2115758526
823	0.2115298476
824	0.2114845829
825	0.2114525184
826	0.2114362368
827	0.2114154014
828	0.2113754883
829	0.2113322294
830	0.2113055901
831	0.2112900271
832	0.2112710212
833	0.2112425459
834	0.2112296977
835	0.2112039662
836	0.2111524745
837	0.2111456576
838	0.2111418269
839	0.2111201239
840	0.2110842725
841	0.2110575847
842	0.2110512822
843	0.211050767
844	0.211050611
845	0.2110374992
846	0.2109959597
847	0.21099528
848	0.210962079
849	0.2109592258
850	0.2109407625
851	0.2108972055
852	0.2108873762
853	0.2108662249
854	0.210840924
855	0.2108112658
856	0.2107880258
857	0.2107763594
858	0.2107536936
859	0.210736153
860	0.2107202908
861	0.2106810222
862	0.2106415144
863	0.2106196364
864	0.2106144394
865	0.2105937828
866	0.2105741747
867	0.2105609722
868	0.2105391941
869	0.2105256023
870	0.2105121101
871	0.2104989937
872	0.2104837674
873	0.2104686552
874	0.210468137
875	0.2104386687
876	0.2103966002
877	0.21035605
878	0.2103382121
879	0.2103238068
880	0.2102857162
881	0.2102854335
882	0.2102357486
883	0.2102184504
884	0.2101993478
885	0.2101632102
886	0.2101589247
887	0.2101261798
888	0.2100892635
889	0.2100424533
890	0.2099998619
891	0.2099839828
892	0.2099838068
893	0.209948563
894	0.2099189157
895	0.2098943308
896	0.2098799998
897	0.2098604109
898	0.2098402272
899	0.2098181989
900	0.2097972771
901	0.2097854571
902	0.2097594382
903	0.2097323036
904	0.2097316675
905	0.2096869206
906	0.209663653
907	0.2096557834
908	0.2095813969
909	0.2095810863
910	0.2095542862
911	0.2095520718
912	0.2095197123
913	0.2094367585
914	0.2094060473
915	0.2094058061
916	0.2093979364
917	0.2093601162
918	0.2093025151
919	0.209287731
920	0.2092376801
921	0.209226456
922	0.2092118245
923	0.2092084687
924	0.2091996622
925	0.2091807245
926	0.2091408823
927	0.2090939631
928	0.2090798807
929	0.2090697454
930	0.2090548523
931	0.2090334313
932	0.2090013045
933	0.2089950839
934	0.208993132
935	0.2089500678
936	0.208910755
937	0.2089096189
938	0.2088980883
939	0.2088654692
940	0.2087957818
941	0.2087946652
942	0.2087646345
943	0.2087415597
944	0.2087389161
945	0.2087167917
946	0.2086844645
947	0.2086810069
948	0.2086729878
949	0.2086684648
950	0.2086451578
951	0.2086143064
952	0.2086110646
953	0.2085844168
954	0.208580499
955	0.2085400753
956	0.2085342886
957	0.2085190263
958	0.2085186315
959	0.2084960988
960	0.2084827963
961	0.2084315701
962	0.208428571
963	0.2084090466
964	0.2084078629
965	0.208344072
966	0.2083000155
967	0.2082947848
968	0.208242518
969	0.208188985
970	0.2081850746
971	0.2081779468
972	0.2081580118
973	0.2081577758
974	0.2081575822
975	0.2081573248
976	0.2081245463
977	0.2081067585
978	0.2080921417
979	0.208040796
980	0.2080335573
981	0.2080308078
982	0.2080214515
983	0.208020978
984	0.2080083003
985	0.2079709733
986	0.2079613116
987	0.2079496112
988	0.2079233787
989	0.2079209949
990	0.20790267
991	0.2078987421
992	0.20785482
993	0.2078202341
994	0.2078034716
995	0.2077507123
996	0.2077398246
997	0.2077290396
998	0.207679195
999	0.2076534405
