iter	Logloss
793	0.2901580599
794	0.2901534238
795	0.2901346319
796	0.2901242285
797	0.290116613
798	0.2901136513
799	0.2901027166
800	0.2900927039
801	0.2900854977
802	0.2900765348
803	0.2900639177
804	0.2900514134
805	0.2900392994
806	0.2900242288
807	0.2900202946
808	0.2900111292
809	0.2900065304
810	0.2900025189
811	0.2899775963
812	0.2899737943
813	0.2899619033
814	0.2899409131
815	0.2899286236
816	0.2899104587
817	0.2899001674
818	0.2898849182
819	0.2898774463
820	0.2898569996
821	0.2898390012
822	0.2898172157
823	0.289803851
824	0.2897698244
825	0.2897644825
826	0.2897574432
827	0.2897503526
828	0.2897438359
829	0.2897410304
830	0.2897379388
831	0.2897336383
832	0.2897223161
833	0.2897199754
834	0.2897184985
835	0.2896951168
836	0.2896872292
837	0.2896772574
838	0.289673998
839	0.2896523165
840	0.2896324077
841	0.2896082317
842	0.2895776003
843	0.2895699987
844	0.2895370653
845	0.289528012
846	0.2895240791
847	0.2895204642
848	0.2895183339
849	0.2895084427
850	0.2895026489
851	0.2894975244
852	0.2894937373
853	0.2894853371
854	0.2894738443
855	0.2894559859
856	0.289443429
857	0.2894357486
858	0.2894157081
859	0.2894074485
860	0.2894010375
861	0.2893956405
862	0.2893862209
863	0.2893679767
864	0.2893419992
865	0.2893335661
866	0.2893149676
867	0.2893093616
868	0.2893070099
869	0.2892970522
870	0.2892911941
871	0.2892821086
872	0.2892735134
873	0.2892626925
874	0.2892573538
875	0.2892184612
876	0.2892108735
877	0.2892057041
878	0.2891732029
879	0.2891590293
880	0.289157634
881	0.2891517217
882	0.2891432106
883	0.2891259964
884	0.2891197148
885	0.2890822724
886	0.2890715994
887	0.2890565384
888	0.2890257848
889	0.2890241326
890	0.2890132388
891	0.2889777755
892	0.2889709787
893	0.2889626229
894	0.2889585248
895	0.2889526942
896	0.2889078233
897	0.2888946796
898	0.2888862469
899	0.2888811689
900	0.2888742959
901	0.2888720609
902	0.2888664742
903	0.2888618438
904	0.2888580871
905	0.2888394439
906	0.2888335705
907	0.2888233199
908	0.2888143142
909	0.288795459
910	0.2887912802
911	0.2887845186
912	0.2887683543
913	0.2887633313
914	0.288758935
915	0.2887413301
916	0.2887238316
917	0.2886991116
918	0.2886913736
919	0.2886879984
920	0.2886840319
921	0.2886694465
922	0.2886642405
923	0.2886568121
924	0.2886419696
925	0.2886375915
926	0.2886081558
927	0.2885841771
928	0.2885807121
929	0.2885774996
930	0.2885736006
931	0.2885612989
932	0.2885413947
933	0.2885346093
934	0.2885291139
935	0.2885160614
936	0.2885100302
937	0.2884920535
938	0.2884798623
939	0.2884470848
940	0.2884416572
941	0.2884276099
942	0.2884215802
943	0.2884157819
944	0.288388472
945	0.2883858859
946	0.2883681095
947	0.2883643132
948	0.2883615548
949	0.2883556379
950	0.2883305014
951	0.2883244735
952	0.2883113358
953	0.28829753
954	0.2882888134
955	0.2882800727
956	0.2882520673
957	0.2882487317
958	0.2882419648
959	0.2882381678
960	0.2882114161
961	0.2881952258
962	0.288191769
963	0.288181754
964	0.2881632848
965	0.2881601164
966	0.2881502723
967	0.2881276185
968	0.2881202124
969	0.2881166646
970	0.2880956936
971	0.2880917327
972	0.2880888134
973	0.2880841794
974	0.288058612
975	0.288041458
976	0.288034599
977	0.2880139278
978	0.2879883596
979	0.2879669973
980	0.2879556651
981	0.28794851
982	0.2879295531
983	0.2879253562
984	0.2879217504
985	0.2879150536
986	0.2879104667
987	0.2879025848
988	0.2878852174
989	0.2878809768
990	0.2878716863
991	0.2878628558
992	0.287857098
993	0.2878493597
994	0.2878463178
995	0.2878411483
996	0.2878301452
997	0.287827221
998	0.2878192774
999	0.287799935
